number,value,datetime_start,datetime_complete,duration,params_discount_factor,params_epsilon_decay_episodes,params_learning_rate,params_num_bins,params_reward_shaping_scale,state
53,89.64,2026-02-06 15:42:36.516712,2026-02-06 15:42:41.552263,0 days 00:00:05.035551,0.9734165394811783,911,0.36129943321489316,18,0.1614955303196144,COMPLETE
54,299.86,2026-02-06 15:42:41.552263,2026-02-06 15:42:45.384999,0 days 00:00:03.832736,0.9693247531213368,969,0.32310198803460466,19,0.1793942666301,COMPLETE
55,134.68,2026-02-06 15:42:45.386003,2026-02-06 15:42:51.231248,0 days 00:00:05.845245,0.9774398820610594,1077,0.29331240411141835,16,0.2094847097702373,COMPLETE
56,101.72,2026-02-06 15:42:51.232249,2026-02-06 15:42:56.153213,0 days 00:00:04.920964,0.9808379391869331,1007,0.3476795443759471,20,0.1929413708070035,COMPLETE
57,245.34,2026-02-06 15:42:56.154323,2026-02-06 15:43:00.686388,0 days 00:00:04.532065,0.9667796022211452,1192,0.3651715945725385,9,0.09761160530859675,COMPLETE
58,86.7,2026-02-06 15:43:00.687390,2026-02-06 15:43:06.844277,0 days 00:00:06.156887,0.982435163351071,802,0.3862214635271145,8,0.14637189621928642,COMPLETE
59,216.28,2026-02-06 15:43:06.844277,2026-02-06 15:43:09.107854,0 days 00:00:02.263577,0.9706691409466045,480,0.3096084139078964,15,0.22187751001466466,COMPLETE
60,203.12,2026-02-06 15:43:09.108858,2026-02-06 15:43:12.907622,0 days 00:00:03.798764,0.9796516912553656,878,0.35059556292965344,11,0.07054101216410008,COMPLETE
61,209.74,2026-02-06 15:43:12.908622,2026-02-06 15:43:16.580668,0 days 00:00:03.672046,0.9870951030083432,942,0.36130136849124433,9,0.1976260654257956,COMPLETE
62,106.82,2026-02-06 15:43:16.582277,2026-02-06 15:43:23.025299,0 days 00:00:06.443022,0.9857025340924496,838,0.33090887777851785,10,0.20641872099916878,COMPLETE
63,488.6,2026-02-06 15:43:23.026304,2026-02-06 15:43:27.130227,0 days 00:00:04.103923,0.9917873740296205,1050,0.37901157954414716,9,0.1746836059015528,COMPLETE
64,138.96,2026-02-06 15:43:27.131230,2026-02-06 15:43:33.428731,0 days 00:00:06.297501,0.9915298430677474,1053,0.37857660913376956,8,0.1713672819157876,COMPLETE
65,138.44,2026-02-06 15:43:33.428731,2026-02-06 15:43:40.418781,0 days 00:00:06.990050,0.9952936557867036,1099,0.3979925305485396,10,0.18472966735066562,COMPLETE
66,425.88,2026-02-06 15:43:40.418781,2026-02-06 15:43:45.662502,0 days 00:00:05.243721,0.9935213522824611,1146,0.3664850921711045,9,0.15271792288988223,COMPLETE
67,228.18,2026-02-06 15:43:45.663500,2026-02-06 15:43:51.567183,0 days 00:00:05.903683,0.9770001846511802,982,0.19706314832823962,17,0.16255714254287865,COMPLETE
68,99.06,2026-02-06 15:43:51.568742,2026-02-06 15:43:58.846632,0 days 00:00:07.277890,0.9890098516759301,912,0.3891046709388275,12,0.12303357159927125,COMPLETE
69,486.44,2026-02-06 15:43:58.848051,2026-02-06 15:44:06.370362,0 days 00:00:07.522311,0.9741531109150472,1004,0.23373020148851936,9,0.04760217754892044,COMPLETE
70,155.96,2026-02-06 15:44:06.370362,2026-02-06 15:44:14.216933,0 days 00:00:07.846571,0.9740541629965351,1112,0.15461815670974843,14,0.047339352758793495,COMPLETE
71,226.54,2026-02-06 15:44:14.216933,2026-02-06 15:44:20.050122,0 days 00:00:05.833189,0.9731626758751541,1008,0.23029932419755275,9,0.016213571542137373,COMPLETE
72,120.5,2026-02-06 15:44:20.051122,2026-02-06 15:44:26.174952,0 days 00:00:06.123830,0.9756557511315237,952,0.34274987893080644,8,0.07776636148650612,COMPLETE
73,155.34,2026-02-06 15:44:26.174952,2026-02-06 15:44:33.685875,0 days 00:00:07.510923,0.9718489867459539,867,0.11696957408309865,10,0.03417026965489775,COMPLETE
74,209.1,2026-02-06 15:44:33.685875,2026-02-06 15:44:37.224025,0 days 00:00:03.538150,0.987950004364022,751,0.2582771573396448,9,0.056223467386100415,COMPLETE
75,90.56,2026-02-06 15:44:37.225033,2026-02-06 15:44:43.354025,0 days 00:00:06.128992,0.9826542255894245,1038,0.35596543458622615,10,0.1774449862167803,COMPLETE
76,87.02,2026-02-06 15:44:43.355026,2026-02-06 15:44:49.108606,0 days 00:00:05.753580,0.9634207120160234,805,0.28906250681585716,18,0.0366490932174819,COMPLETE
77,366.26,2026-02-06 15:44:49.109607,2026-02-06 15:44:54.932482,0 days 00:00:05.822875,0.967256585049447,1055,0.32621486532750027,13,0.2493010893132666,COMPLETE
78,201.66,2026-02-06 15:44:54.933490,2026-02-06 15:45:01.401902,0 days 00:00:06.468412,0.9906842180060257,968,0.24049954678436153,8,0.1397209854141698,COMPLETE
79,261.58,2026-02-06 15:45:01.402896,2026-02-06 15:45:06.094503,0 days 00:00:04.691607,0.9845740807044995,924,0.31117137996566474,11,0.21693768960909174,COMPLETE
80,453.92,2026-02-06 15:45:06.095515,2026-02-06 15:45:09.554497,0 days 00:00:03.458982,0.9650948384703782,1000,0.37951039976000456,9,0.18772003372790513,COMPLETE
81,177.02,2026-02-06 15:45:09.555496,2026-02-06 15:45:13.339155,0 days 00:00:03.783659,0.9865168647210794,890,0.36981096403282854,9,0.19367645916571696,COMPLETE
82,498.48,2026-02-06 15:45:13.339155,2026-02-06 15:45:17.145530,0 days 00:00:03.806375,0.988559469430274,685,0.3510852423093733,9,0.17760900329831353,COMPLETE
83,98.56,2026-02-06 15:45:17.145530,2026-02-06 15:45:23.595416,0 days 00:00:06.449886,0.969063750331879,773,0.3360253880521361,8,0.09052672938129423,COMPLETE
84,149.62,2026-02-06 15:45:23.596417,2026-02-06 15:45:32.293828,0 days 00:00:08.697411,0.9927904481515109,668,0.3536121659501392,10,0.17954110371192183,COMPLETE
85,477.78,2026-02-06 15:45:32.294829,2026-02-06 15:45:35.176526,0 days 00:00:02.881697,0.9888491002259894,645,0.3897777244129051,9,0.16789345408586318,COMPLETE
86,170.52,2026-02-06 15:45:35.176526,2026-02-06 15:45:37.597996,0 days 00:00:02.421470,0.9881600571148788,615,0.391339819489237,9,0.16614124061811697,COMPLETE
87,209.42,2026-02-06 15:45:37.598998,2026-02-06 15:45:41.389124,0 days 00:00:03.790126,0.9943833410829225,539,0.3798097963453801,8,0.13154588180215543,COMPLETE
88,136.9,2026-02-06 15:45:41.390124,2026-02-06 15:45:49.198028,0 days 00:00:07.807904,0.984004104656311,648,0.39175608488033914,10,0.17426275350867382,COMPLETE
89,128.0,2026-02-06 15:45:49.198350,2026-02-06 15:45:56.279737,0 days 00:00:07.081387,0.997906862318287,722,0.18390991505136253,11,0.15646395383709213,COMPLETE
90,421.24,2026-02-06 15:45:56.280737,2026-02-06 15:45:59.571592,0 days 00:00:03.290855,0.9910152473712183,594,0.3997670091459399,9,0.23566774575140031,COMPLETE
91,127.14,2026-02-06 15:45:59.572592,2026-02-06 15:46:02.724794,0 days 00:00:03.152202,0.989289676718569,838,0.34384916375005065,9,0.2030627524884725,COMPLETE
92,128.46,2026-02-06 15:46:02.725796,2026-02-06 15:46:10.365244,0 days 00:00:07.639448,0.9866402232392523,728,0.35627293042709396,8,0.18214507364769045,COMPLETE
93,214.22,2026-02-06 15:46:10.366269,2026-02-06 15:46:14.789157,0 days 00:00:04.422888,0.9886299548491747,703,0.36645818204599484,10,0.16699475674541436,COMPLETE
94,138.16,2026-02-06 15:46:14.790157,2026-02-06 15:46:17.889542,0 days 00:00:03.099385,0.9699595534242548,645,0.31559118802242664,9,0.1935417754341971,COMPLETE
95,198.4,2026-02-06 15:46:17.889542,2026-02-06 15:46:24.509308,0 days 00:00:06.619766,0.9966648127944484,1018,0.33180340373181755,8,0.023400012517632823,COMPLETE
96,420.78,2026-02-06 15:46:24.510312,2026-02-06 15:46:29.136390,0 days 00:00:04.626078,0.9902021049243579,1093,0.37305639880358504,17,0.15851705643821867,COMPLETE
97,129.1,2026-02-06 15:46:29.137269,2026-02-06 15:46:36.479760,0 days 00:00:07.342491,0.9874578575537399,557,0.3004001403005984,10,0.18902033476327104,COMPLETE
98,487.3,2026-02-06 15:46:36.481112,2026-02-06 15:46:39.490754,0 days 00:00:03.009642,0.9851469204059483,696,0.3595452995778524,9,0.17446117652441784,COMPLETE
99,152.8,2026-02-06 15:46:39.490754,2026-02-06 15:46:46.396978,0 days 00:00:06.906224,0.9851658768112811,674,0.38006694493085874,10,0.1756021187331336,COMPLETE
100,177.98,2026-02-06 15:46:46.397980,2026-02-06 15:46:49.452160,0 days 00:00:03.054180,0.9834590796729402,695,0.3913041601093651,9,0.14969203158103606,COMPLETE
101,495.04,2026-02-06 15:46:49.453162,2026-02-06 15:46:52.876781,0 days 00:00:03.423619,0.9915573780683231,760,0.3583806663973755,9,0.16384584244404612,COMPLETE
102,185.54,2026-02-06 15:46:52.877783,2026-02-06 15:46:56.419302,0 days 00:00:03.541519,0.9928334012898228,782,0.3623023351172596,9,0.1697521995807185,COMPLETE
103,420.92,2026-02-06 15:46:56.420301,2026-02-06 15:46:59.504152,0 days 00:00:03.083851,0.9913726522470103,618,0.3527102171929307,9,0.16260699047098254,COMPLETE
104,143.58,2026-02-06 15:46:59.504152,2026-02-06 15:47:07.409467,0 days 00:00:07.905315,0.9796233299527403,680,0.33979920631765076,8,0.10553487719373975,COMPLETE
105,102.28,2026-02-06 15:47:07.409991,2026-02-06 15:47:13.946930,0 days 00:00:06.536939,0.9745405687610046,752,0.367184020275229,16,0.1817604863711422,COMPLETE
106,431.4,2026-02-06 15:47:13.947466,2026-02-06 15:47:18.362049,0 days 00:00:04.414583,0.9714889744729627,768,0.37594433827762075,9,0.14745102991631165,COMPLETE
107,84.48,2026-02-06 15:47:18.362584,2026-02-06 15:47:24.723011,0 days 00:00:06.360427,0.9680221276999752,822,0.384814627774343,8,0.1422312590344914,COMPLETE
108,169.88,2026-02-06 15:47:24.724011,2026-02-06 15:47:28.487977,0 days 00:00:03.763966,0.9814540321223654,722,0.32166048536486386,9,0.06218019758903019,COMPLETE
109,205.88,2026-02-06 15:47:28.489119,2026-02-06 15:47:34.879251,0 days 00:00:06.390132,0.9898070485541194,1055,0.34923138926993014,10,0.17301443080719725,COMPLETE
110,57.44,2026-02-06 15:47:34.880250,2026-02-06 15:47:39.080665,0 days 00:00:04.200415,0.9731139478945824,582,0.09317550776324196,15,0.16453172303276817,COMPLETE
111,254.78,2026-02-06 15:47:39.080665,2026-02-06 15:47:42.237685,0 days 00:00:03.157020,0.9947698259520188,841,0.36025318278910584,9,0.19859973497058914,COMPLETE
112,478.72,2026-02-06 15:47:42.238532,2026-02-06 15:47:45.787369,0 days 00:00:03.548837,0.9853251202403978,907,0.3286082990687168,9,0.18963819217837785,COMPLETE
113,294.2,2026-02-06 15:47:45.788370,2026-02-06 15:47:48.796953,0 days 00:00:03.008583,0.9856201872615347,800,0.3259003823812559,9,0.19080017836398874,COMPLETE
114,103.6,2026-02-06 15:47:48.797954,2026-02-06 15:47:55.034513,0 days 00:00:06.236559,0.992101399857087,913,0.33794470759782747,14,0.15434581926250068,COMPLETE
115,187.8,2026-02-06 15:47:55.035515,2026-02-06 15:48:02.149269,0 days 00:00:07.113754,0.986757268245589,944,0.20957500071578883,8,0.18466028251398117,COMPLETE
116,107.42,2026-02-06 15:48:02.149269,2026-02-06 15:48:08.050988,0 days 00:00:05.901719,0.9844490643174482,980,0.3453780346932245,10,0.16897525263332838,COMPLETE
117,120.46,2026-02-06 15:48:08.051609,2026-02-06 15:48:11.354053,0 days 00:00:03.302444,0.9826605678734887,881,0.3694211273568441,9,0.20581724400149748,COMPLETE
118,122.02,2026-02-06 15:48:11.355054,2026-02-06 15:48:17.815597,0 days 00:00:06.460543,0.9881340043158667,959,0.39466780905361926,8,0.17918537685286243,COMPLETE
119,87.74,2026-02-06 15:48:17.815597,2026-02-06 15:48:24.439469,0 days 00:00:06.623872,0.9890114923650989,852,0.3836001682927728,10,0.11504112179885478,COMPLETE
