number,value,datetime_start,datetime_complete,duration,params_discount_factor,params_epsilon_decay_episodes,params_learning_rate,params_num_bins,params_reward_shaping_scale,state
17,418.46,2026-02-06 15:30:55.403454,2026-02-06 15:30:59.823290,0 days 00:00:04.419836,0.9680601414879062,1035,0.18480572013935423,16,0.16599094112098156,COMPLETE
18,128.96,2026-02-06 15:30:59.823782,2026-02-06 15:31:05.179046,0 days 00:00:05.355264,0.968370704246094,1064,0.13514715097891422,16,0.16629470345015185,COMPLETE
19,130.56,2026-02-06 15:31:05.180051,2026-02-06 15:31:10.613240,0 days 00:00:05.433189,0.9752794460207446,1026,0.1741961512230715,16,0.15150364044298223,COMPLETE
20,87.76,2026-02-06 15:31:10.613240,2026-02-06 15:31:15.673917,0 days 00:00:05.060677,0.9610222426553444,1178,0.2251908773338846,14,0.20233702952049507,COMPLETE
21,134.34,2026-02-06 15:31:15.673917,2026-02-06 15:31:20.969083,0 days 00:00:05.295166,0.9541381828189193,876,0.18168135088527435,11,0.1391756916502011,COMPLETE
22,24.8,2026-02-06 15:31:20.970118,2026-02-06 15:31:22.842293,0 days 00:00:01.872175,0.9667962357574769,822,0.1481124789804797,13,0.21127495852832895,COMPLETE
23,133.92,2026-02-06 15:31:22.843731,2026-02-06 15:31:29.639404,0 days 00:00:06.795673,0.9589084496480692,636,0.2124196223623212,11,0.10900483034134051,COMPLETE
24,273.34,2026-02-06 15:31:29.640321,2026-02-06 15:31:33.913837,0 days 00:00:04.273516,0.9533833711392535,929,0.22143353278120423,14,0.07027314748376143,COMPLETE
25,132.06,2026-02-06 15:31:33.913837,2026-02-06 15:31:38.840352,0 days 00:00:04.926515,0.963635278770865,938,0.2239496084503701,15,0.09698734360033087,COMPLETE
26,236.28,2026-02-06 15:31:38.840884,2026-02-06 15:31:43.928078,0 days 00:00:05.087194,0.9556426943919962,1063,0.1874259575433484,14,0.1279795481712121,COMPLETE
27,165.1,2026-02-06 15:31:43.929290,2026-02-06 15:31:50.690291,0 days 00:00:06.761001,0.9695967534978409,912,0.22189131953433755,16,0.07054001332225575,COMPLETE
28,70.06,2026-02-06 15:31:50.691294,2026-02-06 15:31:53.669848,0 days 00:00:02.978554,0.9753502756954893,1009,0.15679187901747138,15,0.03516231476854242,COMPLETE
29,141.28,2026-02-06 15:31:53.669848,2026-02-06 15:31:59.681231,0 days 00:00:06.011383,0.9579480314843382,848,0.11145964525202848,14,0.20066926215377284,COMPLETE
30,126.36,2026-02-06 15:31:59.681673,2026-02-06 15:32:05.803932,0 days 00:00:06.122259,0.9602077706792498,752,0.18834089684006255,14,0.22048578473381705,COMPLETE
31,192.7,2026-02-06 15:32:05.804932,2026-02-06 15:32:10.896934,0 days 00:00:05.092002,0.9557697823987845,1092,0.18219412818619962,14,0.12608756289704165,COMPLETE
32,173.48,2026-02-06 15:32:10.896934,2026-02-06 15:32:14.756933,0 days 00:00:03.859999,0.9544040553679031,1051,0.24913820342454965,13,0.14957923312990135,COMPLETE
33,111.7,2026-02-06 15:32:14.757666,2026-02-06 15:32:19.321135,0 days 00:00:04.563469,0.9571955124809358,966,0.1912426446889239,15,0.15728039578614164,COMPLETE
34,180.76,2026-02-06 15:32:19.322602,2026-02-06 15:32:24.215338,0 days 00:00:04.892736,0.9616661825206194,1130,0.14157532423227115,16,0.09368653619435499,COMPLETE
35,54.9,2026-02-06 15:32:24.216457,2026-02-06 15:32:27.326280,0 days 00:00:03.109823,0.9660819357493564,661,0.1718411282897118,13,0.18658207274786884,COMPLETE
36,165.52,2026-02-06 15:32:27.327280,2026-02-06 15:32:32.546978,0 days 00:00:05.219698,0.953379567439602,1186,0.21720736517737602,15,0.11811157081074913,COMPLETE
37,134.86,2026-02-06 15:32:32.547808,2026-02-06 15:32:39.126698,0 days 00:00:06.578890,0.9647809027086819,790,0.23348935748042593,14,0.033388997952021285,COMPLETE
38,57.16,2026-02-06 15:32:39.128109,2026-02-06 15:32:42.637546,0 days 00:00:03.509437,0.9501384787019868,578,0.1625860692674317,12,0.06716702221987832,COMPLETE
39,130.0,2026-02-06 15:32:42.638617,2026-02-06 15:32:48.063411,0 days 00:00:05.424794,0.958220422748066,1015,0.1922428365962349,9,0.14029060933890053,COMPLETE
40,33.96,2026-02-06 15:32:48.064622,2026-02-06 15:32:50.285667,0 days 00:00:02.221045,0.9720471679206912,871,0.08708327777133161,15,0.08540895796719276,COMPLETE
41,76.14,2026-02-06 15:32:50.286668,2026-02-06 15:32:54.784528,0 days 00:00:04.497860,0.9513148545429259,802,0.2062188812583653,12,0.059821999560027005,COMPLETE
42,179.72,2026-02-06 15:32:54.785590,2026-02-06 15:32:57.912928,0 days 00:00:03.127338,0.9530719190205563,762,0.20073377341661547,11,0.04597362078742173,COMPLETE
43,34.86,2026-02-06 15:32:57.913919,2026-02-06 15:33:00.163335,0 days 00:00:02.249416,0.9561320806705693,920,0.15146327038837026,13,0.07276841133295302,COMPLETE
44,217.08,2026-02-06 15:33:00.163335,2026-02-06 15:33:04.944752,0 days 00:00:04.781417,0.9600648345988335,1077,0.16500089735101275,12,0.03707998840030085,COMPLETE
45,126.06,2026-02-06 15:33:04.946273,2026-02-06 15:33:10.118257,0 days 00:00:05.171984,0.962173404690544,1086,0.1651096355411988,11,0.023791227240742563,COMPLETE
46,102.8,2026-02-06 15:33:10.119149,2026-02-06 15:33:14.746590,0 days 00:00:04.627441,0.9586665527397445,1155,0.18061265433165496,12,0.03860893166547026,COMPLETE
47,31.58,2026-02-06 15:33:14.747408,2026-02-06 15:33:16.725959,0 days 00:00:01.978551,0.9599404631197477,978,0.12664524138890676,13,0.012363983311150614,COMPLETE
48,99.66,2026-02-06 15:33:16.726650,2026-02-06 15:33:20.405382,0 days 00:00:03.678732,0.9989158957221341,1050,0.21258635837083525,12,0.05240846145638291,COMPLETE
49,130.26,2026-02-06 15:33:20.406066,2026-02-06 15:33:25.032479,0 days 00:00:04.626413,0.9653894339998137,1122,0.1669878784826636,14,0.18427469524496148,COMPLETE
50,35.8,2026-02-06 15:33:25.032479,2026-02-06 15:33:27.425515,0 days 00:00:02.393036,0.9779214500881661,419,0.025379133272418405,16,0.10711645232360602,COMPLETE
51,63.92,2026-02-06 15:33:27.425515,2026-02-06 15:33:31.826911,0 days 00:00:04.401396,0.9523282343142289,899,0.1947024503004613,12,0.062275726159884845,COMPLETE
52,85.04,2026-02-06 15:33:31.827912,2026-02-06 15:33:36.908278,0 days 00:00:05.080366,0.9554573360548143,685,0.2072752439429585,10,0.07843020474860747,COMPLETE
53,113.94,2026-02-06 15:33:36.909283,2026-02-06 15:33:42.275735,0 days 00:00:05.366452,0.9570446503311995,851,0.231140891488086,11,0.024962904680140462,COMPLETE
54,247.94,2026-02-06 15:33:42.276913,2026-02-06 15:33:46.901866,0 days 00:00:04.624953,0.9699181266026642,999,0.18061057175633927,9,0.24806955168717965,COMPLETE
55,143.82,2026-02-06 15:33:46.902741,2026-02-06 15:33:53.019294,0 days 00:00:06.116553,0.9696892397728469,997,0.18077144323316596,9,0.08817236387709891,COMPLETE
56,154.06,2026-02-06 15:33:53.019294,2026-02-06 15:33:58.610070,0 days 00:00:05.590776,0.9869238118981821,1067,0.1521314264379744,9,0.23708255491941804,COMPLETE
57,147.24,2026-02-06 15:33:58.610070,2026-02-06 15:34:04.342771,0 days 00:00:05.732701,0.963343717496361,950,0.14175292721639612,8,0.24516286513584684,COMPLETE
58,211.0,2026-02-06 15:34:04.342771,2026-02-06 15:34:08.953090,0 days 00:00:04.610319,0.9683356736942675,1198,0.17692860654104312,13,0.2295489841772611,COMPLETE
59,118.44,2026-02-06 15:34:08.954477,2026-02-06 15:34:14.118488,0 days 00:00:05.164011,0.9713040659606863,1042,0.17011621212191846,10,0.1223286387550129,COMPLETE
