number,value,datetime_start,datetime_complete,duration,params_discount_factor,params_epsilon_decay_episodes,params_learning_rate,params_num_bins,params_reward_shaping_scale,state
29,197.74,2026-02-06 15:20:40.433426,2026-02-06 15:20:44.886935,0 days 00:00:04.453509,0.9506336367211354,1096,0.30157612001177464,17,0.18138012972610013,COMPLETE
30,106.06,2026-02-06 15:20:44.886935,2026-02-06 15:20:48.707854,0 days 00:00:03.820919,0.9500170163281312,1091,0.28602448381099504,19,0.18555921452940882,COMPLETE
31,167.0,2026-02-06 15:20:48.709043,2026-02-06 15:20:52.495755,0 days 00:00:03.786712,0.9552665189099424,1274,0.299749740829392,17,0.15052963431986446,COMPLETE
32,69.84,2026-02-06 15:20:52.496755,2026-02-06 15:20:56.774106,0 days 00:00:04.277351,0.9609417154348764,1147,0.3086562704036575,16,0.14945955731966326,COMPLETE
33,88.16,2026-02-06 15:20:56.774106,2026-02-06 15:20:59.035837,0 days 00:00:02.261731,0.9571505335970095,1044,0.29690194169970946,15,0.20309365912201052,COMPLETE
34,97.98,2026-02-06 15:20:59.035837,2026-02-06 15:21:02.821592,0 days 00:00:03.785755,0.9604716322126428,1244,0.2697086982108737,18,0.22701958031089042,COMPLETE
35,111.94,2026-02-06 15:21:02.822592,2026-02-06 15:21:06.466920,0 days 00:00:03.644328,0.9549291159521861,1320,0.3304134822868714,17,0.18052961539500997,COMPLETE
36,123.14,2026-02-06 15:21:06.466920,2026-02-06 15:21:09.958900,0 days 00:00:03.491980,0.9506335872256895,932,0.24405154664382447,15,0.17179175697188345,COMPLETE
37,241.86,2026-02-06 15:21:09.959900,2026-02-06 15:21:15.294319,0 days 00:00:05.334419,0.9596565070606701,1231,0.3103303233261258,19,0.13170449906272969,COMPLETE
38,145.44,2026-02-06 15:21:15.295333,2026-02-06 15:21:19.245855,0 days 00:00:03.950522,0.957839320801134,1066,0.30706127272691736,22,0.12460122725865941,COMPLETE
39,33.54,2026-02-06 15:21:19.246867,2026-02-06 15:21:20.706658,0 days 00:00:01.459791,0.9626706913435156,1212,0.05007863369141402,19,0.099799619975055,COMPLETE
40,98.82,2026-02-06 15:21:20.707665,2026-02-06 15:21:24.660228,0 days 00:00:03.952563,0.9602325976481858,1127,0.32141326875804277,20,0.1326427886672945,COMPLETE
41,108.0,2026-02-06 15:21:24.661228,2026-02-06 15:21:28.464638,0 days 00:00:03.803410,0.9580764839652819,1038,0.30135339046348975,22,0.14639712221510753,COMPLETE
42,121.62,2026-02-06 15:21:28.465641,2026-02-06 15:21:31.309522,0 days 00:00:02.843881,0.9519458985576156,1069,0.347889602254383,22,0.12869836596626666,COMPLETE
43,46.0,2026-02-06 15:21:31.310522,2026-02-06 15:21:33.282644,0 days 00:00:01.972122,0.9560022885227343,1172,0.28263792671586174,21,0.1231908662051605,COMPLETE
44,162.46,2026-02-06 15:21:33.283802,2026-02-06 15:21:36.733270,0 days 00:00:03.449468,0.9598496995472323,1331,0.30762680295381406,22,0.1417845080074408,COMPLETE
45,285.52,2026-02-06 15:21:36.734265,2026-02-06 15:21:39.880944,0 days 00:00:03.146679,0.9652492374549586,1327,0.3277948566816726,19,0.14760044484821214,COMPLETE
46,254.68,2026-02-06 15:21:39.881936,2026-02-06 15:21:44.782761,0 days 00:00:04.900825,0.9664212304786771,1350,0.3288260065831234,14,0.1435580343237687,COMPLETE
47,79.54,2026-02-06 15:21:44.783761,2026-02-06 15:21:49.036547,0 days 00:00:04.252786,0.9726486802242422,1397,0.33265571190358767,14,0.19508469758958608,COMPLETE
48,91.62,2026-02-06 15:21:49.036547,2026-02-06 15:21:53.214427,0 days 00:00:04.177880,0.9660128017137368,1347,0.34250598507038527,14,0.16831462314287238,COMPLETE
49,83.36,2026-02-06 15:21:53.214427,2026-02-06 15:21:57.013677,0 days 00:00:03.799250,0.9758911126506367,1238,0.32598202823667616,12,0.13529825300471357,COMPLETE
50,49.54,2026-02-06 15:21:57.014693,2026-02-06 15:21:58.576532,0 days 00:00:01.561839,0.9694484888870865,1353,0.3181134197015203,13,0.15367311195034503,COMPLETE
51,134.58,2026-02-06 15:21:58.577532,2026-02-06 15:22:03.013714,0 days 00:00:04.436182,0.9638117549006894,1318,0.2949350118060981,17,0.14157020285534314,COMPLETE
52,68.76,2026-02-06 15:22:03.014714,2026-02-06 15:22:05.770347,0 days 00:00:02.755633,0.959843468856865,353,0.27270422637254815,15,0.1450877135993791,COMPLETE
53,115.9,2026-02-06 15:22:05.771346,2026-02-06 15:22:11.205671,0 days 00:00:05.434325,0.9670343566051239,1341,0.3366932790507842,16,0.17806019738753728,COMPLETE
54,144.44,2026-02-06 15:22:11.206962,2026-02-06 15:22:15.608530,0 days 00:00:04.401568,0.9525398203069937,1252,0.3137542350824074,19,0.09961318327693704,COMPLETE
55,95.22,2026-02-06 15:22:15.609598,2026-02-06 15:22:20.959697,0 days 00:00:05.350099,0.9653237446745156,1284,0.2941357059187804,18,0.13608509024125198,COMPLETE
56,183.16,2026-02-06 15:22:20.960697,2026-02-06 15:22:25.959515,0 days 00:00:04.998818,0.9792570020653542,1219,0.3496885393177464,13,0.15153394447774812,COMPLETE
57,118.52,2026-02-06 15:22:25.960515,2026-02-06 15:22:29.123160,0 days 00:00:03.162645,0.9804945779483841,1221,0.34628889737256247,11,0.16750775729219738,COMPLETE
58,135.0,2026-02-06 15:22:29.124161,2026-02-06 15:22:32.513251,0 days 00:00:03.389090,0.9803432597644798,961,0.32739591766794846,13,0.20783559558629158,COMPLETE
59,58.82,2026-02-06 15:22:32.514268,2026-02-06 15:22:34.647767,0 days 00:00:02.133499,0.9850144826563036,1167,0.09190611640568447,12,0.18798226662426504,COMPLETE
